id,DATA_MONTH,DATA_TYPE,NAME,OR_CUR,OR_CUR_ZB,OR_CUR_YOY,OR_ACC,OR_ACC_ZB,OR_ACC_YOY,SHOP_NUM,SHOP_NUM_ZB,SHOP_NUM_YOY,KIND_CUR,KIND_CUR_YOY,KIND_ACC,KIND_ACC_YOY,NOT_KIND_CUR,NOT_KIND_CUR_YOY,NOT_KIND_ACC,NOT_KIND_ACC_YOY,KIND_CUR_ZB,KIND_ACC_ZB
314,2017/8/1 0:00,省市,青海省,1126248235,0.2,,8108146307,0.19,,4660,0.06,35.35,1010313385,,7150483054,,115934850.2,,957663252.5,,0.25,0.22
315,2017/9/1 0:00,省市,青海省,1300225274,0.2,,9408371581,0.19,,4688,0.06,36.16,1171307893,,8321790947,,128917381.4,,1086580634,,0.24,0.23
316,2017/10/1 0:00,省市,青海省,1322383250,0.2,,10730754831,0.19,,4707,0.06,35.06,1196292556,,9518083504,,126090693.8,,1212671328,,0.24,0.23
317,2017/11/1 0:00,省市,青海省,1828907468,0.19,,12559662299,0.19,,4709,0.06,34.89,1683126341,,11201209844,,145781127.5,,1358452455,,0.22,0.23
318,2017/12/1 0:00,省市,青海省,1539021589,0.2,,14098683888,0.19,,4711,0.06,34.79,1352312394,,12553522239,,186709194.7,,1545161650,,0.24,0.23
319,2017/1/1 0:00,省市,山东省,16485606897,3.23,,16485606897,3.23,,402525,5.09,7.73,11892582924,,11892582924,,4593023972,,4593023972,,3.13,3.13
320,2017/2/1 0:00,省市,山东省,12134810321,3.49,,28620417217,3.34,,406931,5.11,7.38,8632426068,,20525008992,,3502384253,,8095408225,,3.29,3.2
321,2017/3/1 0:00,省市,山东省,17782142583,3.29,,46402559800,3.32,,407443,5.08,6.46,14018466250,,34543475242,,3763676333,,11859084559,,3.22,3.21
322,2017/4/1 0:00,省市,山东省,16486252068,3.18,,62888811868,3.28,,408133,5.07,5.5,12030861344,,46574336586,,4455390724,,16314475283,,3.07,3.17
323,2017/5/1 0:00,省市,山东省,17565371840,3.15,,80454183709,3.25,,410303,5.08,5,12701245789,,59275582375,,4864126052,,21178601334,,3.09,3.15
324,2017/6/1 0:00,省市,山东省,19549842864,3.1,,1.00E+11,3.22,,412566,5.09,4.99,15124434480,,74400016855,,4425408384,,25604009718,,3.01,3.12
325,2017/7/1 0:00,省市,山东省,17433449942,3.14,,1.17E+11,3.21,,413635,5.09,5.16,11868054135,,86268070989,,5565395807,,31169405525,,2.97,3.1
326,2017/8/1 0:00,省市,山东省,18294172810,3.31,,1.36E+11,3.22,,415545,5.06,5.6,12741338392,,99009409381,,5552834418,,36722239943,,3.13,3.1
327,2017/9/1 0:00,省市,山东省,20311239130,3.06,,1.56E+11,3.2,,415923,5.06,5.67,14891540050,,1.14E+11,,5419699080,,42141939023,,3,3.09
328,2017/10/1 0:00,省市,山东省,20504032957,3.09,,1.77E+11,3.19,,416058,5.06,4.68,14859124273,,1.29E+11,,5644908684,,47786847707,,2.99,3.08
329,2017/11/1 0:00,省市,山东省,32261910065,3.3,,2.09E+11,3.2,,416363,5.06,4.55,25446036195,,1.54E+11,,6815873870,,54602721578,,3.31,3.11
330,2017/12/1 0:00,省市,山东省,23714731562,3.12,,2.33E+11,3.19,,416547,5.06,4.45,17275413369,,1.71E+11,,6439318193,,61042039771,,3.01,3.1
331,2017/1/1 0:00,省市,山西省,835919039.3,0.16,,835919039.3,0.16,,56881,0.72,7.09,555165345.1,,555165345.1,,280753694.2,,280753694.2,,0.15,0.15
332,2017/2/1 0:00,省市,山西省,618281364.4,0.18,,1454200404,0.17,,58423,0.73,8.48,413340106.3,,968505451.4,,204941258.1,,485694952.3,,0.16,0.15
333,2017/3/1 0:00,省市,山西省,875888868.4,0.16,,2330089272,0.17,,58921,0.73,8.37,644536962.1,,1613042413,,231351906.3,,717046858.6,,0.15,0.15
334,2017/4/1 0:00,省市,山西省,863407693.7,0.17,,3193496966,0.17,,60025,0.75,9.26,586359630.4,,2199402044,,277048063.3,,994094921.9,,0.15,0.15
335,2017/5/1 0:00,省市,山西省,876519439.3,0.16,,4070016405,0.16,,61149,0.76,10.25,569791235.7,,2769193280,,306728203.6,,1300823125,,0.14,0.15
336,2017/6/1 0:00,省市,山西省,995979868.2,0.16,,5065996273,0.16,,62197,0.77,11.54,759698755.3,,3528892035,,236281112.9,,1537104238,,0.15,0.15
337,2017/7/1 0:00,省市,山西省,932143205.8,0.17,,5998139479,0.16,,63259,0.78,13.35,594697726.7,,4123589762,,337445479.1,,1874549717,,0.15,0.15
338,2017/8/1 0:00,省市,山西省,1042907861,0.19,,7041047340,0.17,,63885,0.78,14.42,684144371.5,,4807734133,,358763489,,2233313207,,0.17,0.15
339,2017/9/1 0:00,省市,山西省,986412350.4,0.15,,8027459690,0.16,,63963,0.78,14.53,674198941.1,,5481933074,,312213409.3,,2545526616,,0.14,0.15
340,2017/10/1 0:00,省市,山西省,1001830078,0.15,,9029289768,0.16,,64039,0.78,13.59,688144139,,6170077213,,313685939.1,,2859212555,,0.14,0.15
341,2017/11/1 0:00,省市,山西省,1676496231,0.17,,10705785999,0.16,,64098,0.78,13.5,1219431779,,7389508993,,457064452,,3316277007,,0.16,0.15
342,2017/12/1 0:00,省市,山西省,1464820225,0.19,,12170606224,0.17,,64120,0.78,13.39,986339931.1,,8375848924,,478480293.5,,3794757300,,0.17,0.15
343,2017/1/1 0:00,省市,陕西省,4959312588,0.97,,4959312588,0.97,,92350,1.17,15.14,2494923739,,2494923739,,2464388850,,2464388850,,0.66,0.66
344,2017/2/1 0:00,省市,陕西省,3722592895,1.07,,8681905483,1.01,,92497,1.16,10.86,1885949690,,4380873429,,1836643205,,4301032054,,0.72,0.68
345,2017/3/1 0:00,省市,陕西省,4914246988,0.91,,13596152471,0.97,,92725,1.16,7.44,3037050048,,7417923477,,1877196940,,6178228995,,0.7,0.69
346,2017/4/1 0:00,省市,陕西省,4859098131,0.94,,18455250602,0.96,,93072,1.16,5.45,2567828866,,9985752343,,2291269265,,8469498260,,0.66,0.68
347,2017/5/1 0:00,省市,陕西省,5512686348,0.99,,23967936951,0.97,,94071,1.16,4.32,2789870854,,12775623196,,2722815495,,11192313754,,0.68,0.68
348,2017/6/1 0:00,省市,陕西省,5798533200,0.92,,29766470151,0.96,,94575,1.17,4.3,3515685181,,16291308377,,2282848020,,13475161774,,0.7,0.68
349,2017/7/1 0:00,省市,陕西省,5637701784,1.01,,35404171935,0.97,,94699,1.16,3.99,2834314420,,19125622797,,2803387364,,16278549138,,0.71,0.69
350,2017/8/1 0:00,省市,陕西省,5788958436,1.05,,41193130371,0.98,,95088,1.16,3.8,2888231095,,22013853892,,2900727341,,19179276479,,0.71,0.69
351,2017/9/1 0:00,省市,陕西省,6021327425,0.91,,47214457796,0.97,,95179,1.16,3.64,3253276864,,25267130755,,2768050561,,21947327040,,0.66,0.69
352,2017/10/1 0:00,省市,陕西省,5753726692,0.87,,52968184488,0.96,,95248,1.16,3.56,3077564831,,28344695587,,2676161860,,24623488901,,0.62,0.68
353,2017/11/1 0:00,省市,陕西省,7897922510,0.81,,60866106997,0.93,,95354,1.16,3.37,4761585136,,33106280722,,3136337374,,27759826275,,0.62,0.67
354,2017/12/1 0:00,省市,陕西省,7069557358,0.93,,67935664355,0.93,,95378,1.16,3.37,3761347530,,36867628253,,3308209827,,31068036102,,0.65,0.67
355,2017/1/1 0:00,省市,上海市,56708030931,11.11,,56708030931,11.11,,654397,8.28,8.63,45335777834,,45335777834,,11372253098,,11372253098,,11.95,11.95
356,2017/2/1 0:00,省市,上海市,41308089572,11.88,,98016120503,11.42,,674635,8.47,10.55,33409869481,,78745647315,,7898220090,,19270473188,,12.73,12.27
357,2017/3/1 0:00,省市,上海市,62701256478,11.61,,1.61E+11,11.49,,685773,8.55,11.38,53351222042,,1.32E+11,,9350034435,,28620507623,,12.26,12.27
358,2017/4/1 0:00,省市,上海市,59458444947,11.45,,2.20E+11,11.48,,686832,8.54,10.45,48228246990,,1.80E+11,,11230197957,,39850705580,,12.31,12.28
359,2017/5/1 0:00,省市,上海市,59697748656,10.7,,2.80E+11,11.31,,689025,8.52,9.77,47585948547,,2.28E+11,,12111800109,,51962505689,,11.58,12.13
360,2017/6/1 0:00,省市,上海市,71270518647,11.3,,3.51E+11,11.31,,690212,8.51,9.41,59569180639,,2.87E+11,,11701338007,,63663843697,,11.86,12.07
361,2017/7/1 0:00,省市,上海市,61706328613,11.11,,4.13E+11,11.27,,690842,8.5,9.4,48878074808,,3.36E+11,,12828253805,,76492097502,,12.22,12.09
362,2017/9/1 0:00,省市,河北省,9492860780,1.43,,71159739413,1.46,,309252,3.76,7.88,7066309124,,53136554761,,2426551656,,18023184652,,1.42,1.44
363,2017/10/1 0:00,省市,河北省,10429609017,1.57,,81589348430,1.47,,309366,3.76,6.95,7770113388,,60906668148,,2659495630,,20682680282,,1.56,1.46
364,2017/11/1 0:00,省市,河北省,16223736222,1.66,,97813084652,1.5,,309556,3.76,6.81,12812504926,,73719173075,,3411231296,,24093911577,,1.67,1.49
365,2017/12/1 0:00,省市,河北省,11590698731,1.52,,1.09E+11,1.5,,309647,3.76,6.7,8664838149,,82384011224,,2925860582,,27019772160,,1.51,1.49
366,2017/1/1 0:00,省市,河南省,8301998304,1.63,,8301998304,1.63,,212752,2.69,6.15,5544937746,,5544937746,,2757060558,,2757060558,,1.46,1.46
367,2017/2/1 0:00,省市,河南省,6501565050,1.87,,14803563354,1.73,,212798,2.67,5.28,4060049062,,9604986808,,2441515989,,5198576547,,1.55,1.5
368,2017/3/1 0:00,省市,河南省,8700199278,1.61,,23503762632,1.68,,213237,2.66,4.5,6465007174,,16069993982,,2235192103,,7433768650,,1.49,1.49
369,2017/4/1 0:00,省市,河南省,8202199753,1.58,,31705962385,1.65,,213567,2.65,3.6,5697560377,,21767554359,,2504639376,,9938408026,,1.45,1.48
370,2017/5/1 0:00,省市,河南省,8454487476,1.51,,40160449861,1.62,,214162,2.65,2.9,5789477100,,27557031460,,2665010376,,12603418402,,1.41,1.47
371,2017/6/1 0:00,省市,河南省,9443802402,1.5,,49604252264,1.6,,214326,2.64,2.43,7038548852,,34595580311,,2405253551,,15008671952,,1.4,1.45
372,2017/7/1 0:00,省市,河南省,8995277061,1.62,,58599529325,1.6,,214505,2.64,2.41,5640609930,,40236190241,,3354667131,,18363339084,,1.41,1.45
373,2017/8/1 0:00,省市,河南省,7919077189,1.43,,66518606514,1.58,,216275,2.64,3.2,5558079049,,45794269290,,2360998141,,20724337224,,1.37,1.44
374,2017/9/1 0:00,省市,河南省,9784269912,1.47,,76302876426,1.56,,216424,2.63,3.25,6832094620,,52626363910,,2952175292,,23676512516,,1.38,1.43
375,2017/10/1 0:00,省市,河南省,9524006234,1.44,,85826882660,1.55,,216527,2.63,2.34,6805957824,,59432321733,,2718048410,,26394560926,,1.37,1.42
376,2017/11/1 0:00,省市,河南省,13923242609,1.43,,99750125269,1.53,,216706,2.63,2.28,10821937741,,70254259474,,3101304868,,29495865794,,1.41,1.42
377,2017/12/1 0:00,省市,河南省,10093885148,1.33,,1.10E+11,1.51,,216760,2.63,2.17,7267172725,,77521432199,,2826712422,,32322578217,,1.26,1.4
378,2017/1/1 0:00,省市,黑龙江省,1334254487,0.26,,1334254487,0.26,,75216,0.95,7.57,916531315.3,,916531315.3,,417723171.4,,417723171.4,,0.24,0.24
379,2017/2/1 0:00,省市,黑龙江省,966216259.4,0.28,,2300470746,0.27,,76078,0.95,7.32,653759549.1,,1570290864,,312456710.3,,730179881.7,,0.25,0.24
380,2017/3/1 0:00,省市,黑龙江省,1325048016,0.25,,3625518762,0.26,,77650,0.97,8.51,1047813891,,2618104755,,277234124.9,,1007414007,,0.24,0.24
381,2017/3/1 0:00,省市,新疆维吾尔自治区,494935377,0.09,,1380845141,0.1,,26519,0.33,14.6,394079200.1,,1032971141,,100856176.8,,347874000.4,,0.09,0.1
382,2017/4/1 0:00,省市,新疆维吾尔自治区,491106976.6,0.09,,1871952118,0.1,,26600,0.33,13.75,365280091,,1398251232,,125826885.6,,473700886,,0.09,0.1
383,2017/5/1 0:00,省市,新疆维吾尔自治区,524489657.5,0.09,,2396441775,0.1,,26707,0.33,13.17,379597015.9,,1777848248,,144892641.6,,618593527.6,,0.09,0.09
384,2017/6/1 0:00,省市,新疆维吾尔自治区,522858129.4,0.08,,2919299905,0.09,,26735,0.33,12.65,407022980.3,,2184871228,,115835149,,734428676.7,,0.08,0.09
385,2017/7/1 0:00,省市,新疆维吾尔自治区,549667217.7,0.1,,3468967122,0.09,,26755,0.33,12.65,385605630.3,,2570476858,,164061587.3,,898490264,,0.1,0.09
386,2017/8/1 0:00,省市,新疆维吾尔自治区,597956993.5,0.11,,4066924116,0.1,,26959,0.33,13.42,422187907.6,,2992664766,,175769085.9,,1074259350,,0.1,0.09
387,2017/9/1 0:00,省市,新疆维吾尔自治区,622384753.6,0.09,,4689308869,0.1,,27031,0.33,13.71,448791734.6,,3441456500,,173593019,,1247852369,,0.09,0.09
388,2017/10/1 0:00,省市,新疆维吾尔自治区,642372458.2,0.1,,5331681328,0.1,,27096,0.33,12.85,460797880.2,,3902254381,,181574578,,1429426947,,0.09,0.09
389,2017/11/1 0:00,省市,新疆维吾尔自治区,981170202.7,0.1,,6312851530,0.1,,27112,0.33,12.71,751058410.1,,4653312791,,230111792.6,,1659538739,,0.1,0.09
390,2017/12/1 0:00,省市,新疆维吾尔自治区,741935646.6,0.1,,7054787177,0.1,,27119,0.33,12.58,540814273.2,,5194127064,,201121373.5,,1860660113,,0.09,0.09
391,2017/1/1 0:00,省市,云南省,946640473.5,0.19,,946640473.5,0.19,,65995,0.84,6.6,539577888.7,,539577888.7,,407062584.8,,407062584.8,,0.14,0.14
392,2017/2/1 0:00,省市,云南省,784605963.6,0.23,,1731246437,0.2,,67519,0.85,7.63,452459689.5,,992037578.1,,332146274.1,,739208859,,0.17,0.15
393,2017/3/1 0:00,省市,云南省,1009699469,0.19,,2740945906,0.2,,68057,0.85,7.47,689649226.1,,1681686804,,320050242.6,,1059259102,,0.16,0.16
394,2017/4/1 0:00,省市,云南省,1204514395,0.23,,3945460301,0.21,,69217,0.86,8.21,781931088.2,,2463617892,,422583306.7,,1481842408,,0.2,0.17
395,2017/5/1 0:00,省市,云南省,1160108772,0.21,,5105569072,0.21,,70445,0.87,9.09,698789558,,3162407450,,461319213.7,,1943161622,,0.17,0.17
396,2017/6/1 0:00,省市,云南省,1209321300,0.19,,6314890373,0.2,,71483,0.88,10.1,816663711.5,,3979071162,,392657588.7,,2335819211,,0.16,0.17
397,2017/7/1 0:00,省市,云南省,1198986456,0.22,,7513876829,0.21,,73577,0.9,13.22,637528618.1,,4616599780,,561457838.1,,2897277049,,0.16,0.17
398,2017/8/1 0:00,省市,云南省,1436461520,0.26,,8950338349,0.21,,74203,0.9,14.14,845943077.1,,5462542857,,590518443.2,,3487795492,,0.21,0.17
399,2017/9/1 0:00,省市,云南省,1365986139,0.21,,10316324488,0.21,,74258,0.9,14.19,754086347.2,,6216629204,,611899792.2,,4099695284,,0.15,0.17
400,2017/10/1 0:00,省市,云南省,1835600265,0.28,,12151924753,0.22,,74321,0.9,13.19,1138989955,,7355619159,,696610309.9,,4796305594,,0.23,0.18
401,2017/11/1 0:00,省市,云南省,2026915877,0.21,,14178840630,0.22,,74431,0.9,13.13,1360639948,,8716259107,,666275929,,5462581523,,0.18,0.18
402,2017/12/1 0:00,省市,云南省,1390726998,0.18,,15569567627,0.21,,74449,0.9,13,865422011.5,,9581681118,,525304986.1,,5987886509,,0.15,0.17
403,2017/1/1 0:00,省市,浙江省,1.03E+11,20.11,,1.03E+11,20.11,,1143698,14.48,7.22,79665364306,,79665364306,,22948960895,,22948960895,,20.99,20.99
404,2017/2/1 0:00,省市,浙江省,58883765745,16.93,,1.61E+11,18.82,,1146260,14.38,6.04,48667374728,,1.28E+11,,10216391018,,33165351913,,18.55,19.99
405,2017/3/1 0:00,省市,浙江省,97659861221,18.08,,2.59E+11,18.53,,1152176,14.36,5.63,79902823097,,2.08E+11,,17757038124,,50922390037,,18.36,19.34
406,2017/4/1 0:00,省市,浙江省,99929462072,19.25,,3.59E+11,18.73,,1152605,14.33,4.62,77905981877,,2.86E+11,,22023480195,,72945870232,,19.89,19.48
407,2017/5/1 0:00,省市,浙江省,1.13E+11,20.17,,4.72E+11,19.05,,1167699,14.44,4.99,82884510060,,3.69E+11,,29701195135,,1.03E+11,,20.17,19.63
408,2017/6/1 0:00,省市,浙江省,1.21E+11,19.24,,5.93E+11,19.09,,1177735,14.52,5.35,96603711162,,4.66E+11,,24744479495,,1.27E+11,,19.23,19.55
409,2017/7/1 0:00,省市,浙江省,1.04E+11,18.74,,6.97E+11,19.04,,1179624,14.51,5.41,76478511419,,5.42E+11,,27652831638,,1.55E+11,,19.12,19.49
410,2017/8/1 0:00,省市,浙江省,90020428433,16.29,,7.87E+11,18.68,,1180770,14.39,5.47,70587914223,,6.13E+11,,19432514210,,1.74E+11,,17.35,19.21
411,2017/9/1 0:00,省市,浙江省,1.36E+11,20.56,,9.24E+11,18.93,,1182070,14.39,5.57,99037103384,,7.12E+11,,37453217539,,2.12E+11,,19.95,19.31
412,2017/10/1 0:00,省市,浙江省,1.36E+11,20.44,,1.06E+12,19.11,,1182331,14.39,4.66,97535954192,,8.09E+11,,37989392232,,2.50E+11,,19.62,19.35
413,2017/11/1 0:00,省市,浙江省,2.03E+11,20.76,,1.26E+12,19.36,,1183280,14.39,4.56,1.59E+11,,9.68E+11,,43980800086,,2.94E+11,,20.64,19.55
414,2017/12/1 0:00,省市,浙江省,1.60E+11,20.98,,1.42E+12,19.53,,1183818,14.38,3.63,1.21E+11,,1.09E+12,,38485529808,,3.32E+11,,21.07,19.71
415,2017/1/1 0:00,省市,重庆市,3994099494,0.78,,3994099494,0.78,,93127,1.18,13.41,2719700268,,2719700268,,1274399226,,1274399226,,0.72,0.72
416,2017/2/1 0:00,省市,重庆市,3208213900,0.92,,7202313394,0.84,,93253,1.17,11.93,2100680375,,4820380644,,1107533525,,2381932750,,0.8,0.75
417,2017/3/1 0:00,省市,重庆市,4540493464,0.84,,11742806857,0.84,,93512,1.17,11.11,3484691469,,8305072112,,1055801995,,3437734745,,0.8,0.77
418,2017/4/1 0:00,省市,重庆市,4355037893,0.84,,16097844750,0.84,,93647,1.16,10.05,3026739812,,11331811924,,1328298081,,4766032826,,0.77,0.77
419,2017/5/1 0:00,省市,重庆市,4394803644,0.79,,20492648394,0.83,,93810,1.16,7.85,3054451671,,14386263595,,1340351973,,6106384799,,0.74,0.77
420,2017/6/1 0:00,省市,重庆市,4884723678,0.77,,25377372072,0.82,,93933,1.16,7.39,3794142122,,18180405717,,1090581556,,7196966355,,0.76,0.76
421,2017/7/1 0:00,省市,重庆市,5051167781,0.91,,30428539853,0.83,,93954,1.16,6.12,3356897864,,21537303582,,1694269917,,8891236272,,0.84,0.77
422,2017/8/1 0:00,省市,重庆市,4824426129,0.87,,35252965982,0.84,,93983,1.15,4.91,3383451269,,24920754851,,1440974859,,10332211131,,0.83,0.78
423,2017/9/1 0:00,省市,重庆市,5085179006,0.77,,40338144988,0.83,,94104,1.15,3.86,3752809562,,28673564413,,1332369444,,11664580575,,0.76,0.78
424,2017/10/1 0:00,省市,重庆市,5186463060,0.78,,45524608047,0.82,,94145,1.15,2.86,3838691239,,32512255652,,1347771820,,13012352395,,0.77,0.78
425,2017/11/1 0:00,省市,重庆市,7647464050,0.78,,53172072097,0.82,,94230,1.15,1.69,5865610677,,38377866329,,1781853373,,14794205769,,0.76,0.78
426,2017/12/1 0:00,省市,重庆市,5841817801,0.77,,59013889898,0.81,,94255,1.15,1.26,4401273590,,42779139919,,1440544211,,16234749979,,0.77,0.77
427,2018/1/1 0:00,省市,安徽省,12662867654,1.84,39.58,12662867654,1.84,39.58,164917,2,1.99,9025004650,37.06,9025004650,37.06,3637863004,46.25,3637863004,46.25,1.85,1.85
428,2018/2/1 0:00,省市,安徽省,8451244354,1.85,51.02,21114112008,1.84,43.94,165006,2,1.92,5798590252,39.2,14823594901,37.89,2652654102,85.44,6290517107,60.56,1.78,1.82
429,2018/3/1 0:00,省市,安徽省,14574044612,1.84,49.14,35688156620,1.84,46.02,165144,2,1.92,11065751185,44.55,25889346086,40.66,3508293427,65.77,9798810534,62.39,1.82,1.82
430,2018/4/1 0:00,省市,安徽省,12632943691,1.84,43.33,48321100311,1.84,45.31,165280,2,1.25,9270152369,35.44,35159498455,39.24,3362791322,70.74,13161601855,64.44,1.77,1.81
431,2018/5/1 0:00,省市,安徽省,11077037739,1.6,26.25,59398138049,1.79,41.33,140037,1.68,3.11,8075044094,24.44,43234542549,36.22,3001993644,31.39,16163595500,57.1,1.54,1.75
432,2018/6/1 0:00,省市,安徽省,14996972934,1.75,28.57,74395110983,1.78,38.56,140063,1.68,3.12,11284000815,27.32,54518543364,34.28,3712972119,32.53,19876567619,51.84,1.71,1.74
433,2018/1/1 0:00,省市,北京市,70118336217,10.21,30.25,70118336217,10.21,30.25,699394,8.49,3.69,48303013208,28.64,48303013208,28.64,21815323010,33.96,21815323010,33.96,9.91,9.91
434,2018/2/1 0:00,省市,北京市,46788299438,10.22,27.68,1.17E+11,10.21,29.21,699819,8.49,3.73,32170797407,24.61,80473810615,27,14617502031,34.99,36432825041,34.37,9.9,9.91
435,2018/3/1 0:00,省市,北京市,80711227681,10.2,37.33,1.98E+11,10.2,32.41,700463,8.5,3.71,60371868662,37.44,1.41E+11,31.27,20339359019,37.01,56772184060,35.3,9.91,9.91
436,2018/4/1 0:00,省市,北京市,70113275270,10.18,33.22,2.68E+11,10.2,32.62,701069,8.5,3.66,52096336723,33.32,1.93E+11,31.82,18016938547,32.94,74789122607,34.73,9.95,9.92
437,2018/5/1 0:00,省市,北京市,72072408840,10.39,22.99,3.40E+11,10.24,30.45,593904,7.12,7.13,56392641071,22.81,2.49E+11,29.67,15679767769,23.63,90468890376,32.66,10.77,10.1
438,2018/6/1 0:00,省市,北京市,87651603058,10.25,34.8,4.27E+11,10.24,31.32,594013,7.12,7.11,70027980849,36.67,3.19E+11,31.14,17623622209,27.83,1.08E+11,31.85,10.59,10.2
439,2018/1/1 0:00,省市,不分地区,10252100166,1.49,29.22,10252100166,1.49,29.22,,,,10252100166,29.22,10252100166,29.22,,,,,2.1,2.1
440,2018/2/1 0:00,省市,不分地区,7090032922,1.55,32.29,17342133088,1.51,30.46,,,,7090032922,32.29,17342133088,30.46,,,,,2.18,2.14
441,2018/3/1 0:00,省市,不分地区,13119213116,1.66,42.18,30461346204,1.57,35.26,,,,13119213116,42.18,30461346204,35.26,,,,,2.15,2.14
442,2018/4/1 0:00,省市,不分地区,11493322706,1.67,24.9,41954668910,1.6,32.26,,,,11493322706,24.9,41954668910,32.26,,,,,2.19,2.16
443,2018/5/1 0:00,省市,不分地区,11423747556,1.65,27.36,53378416466,1.61,31.18,,,,11423747556,27.36,53378416466,31.18,,,,,2.18,2.16
444,2018/6/1 0:00,省市,不分地区,15181556525,1.78,28.9,68559972991,1.64,30.67,,,,15181556525,28.9,68559972991,30.67,,,,,2.3,2.19
445,2018/1/1 0:00,省市,福建省,31190321252,4.54,31.22,31190321252,4.54,31.22,428912,5.21,4.92,24089711194,29.98,24089711194,29.98,7100610058,35.64,7100610058,35.64,4.94,4.94
446,2018/2/1 0:00,省市,福建省,20847759929,4.55,30.17,52038081181,4.54,30.8,429233,5.21,1.87,15325946451,28.87,39415657645,29.54,5521813478,33.9,12622423536,34.87,4.72,4.85
447,2018/3/1 0:00,省市,福建省,36045886169,4.55,43.36,88083967350,4.55,35.66,429704,5.21,1.92,29494110952,44.7,68909768597,35.62,6551775217,37.65,19174198753,35.81,4.84,4.85
448,2018/4/1 0:00,省市,福建省,31452734368,4.57,38.98,1.20E+11,4.55,36.52,430138,5.21,1.96,25222587863,39.1,94132356460,36.54,6230146506,38.48,25404345258,36.46,4.82,4.84
449,2018/5/1 0:00,省市,福建省,29953537779,4.32,27.95,1.49E+11,4.5,34.71,364413,4.37,3.07,22426284828,25.59,1.17E+11,34.28,7527252952,35.53,32931598210,36.24,4.28,4.72
450,2018/6/1 0:00,省市,福建省,42192278970,4.93,26.71,1.92E+11,4.59,32.86,364480,4.37,3.06,32750205846,25.29,1.49E+11,32.2,9442073124,31.87,42373671334,35.24,4.95,4.77
451,2018/1/1 0:00,省市,甘肃省,1544001457,0.22,32.01,1544001457,0.22,32.01,26051,0.32,12.42,322271146.5,30.29,322271146.5,30.29,1221730311,32.47,1221730311,32.47,0.07,0.07
452,2018/2/1 0:00,省市,甘肃省,1027650828,0.22,25.95,2571652285,0.22,29.52,26061,0.32,9.41,211722748.2,23.46,533993894.7,27.5,815928080,26.61,2037658391,30.06,0.07,0.07
453,2018/3/1 0:00,省市,甘肃省,1766201675,0.22,39.48,4337853960,0.22,33.4,26081,0.32,7.71,397599433.3,37.75,931593328.1,31.68,1368602241,39.99,3406260632,33.87,0.07,0.07
454,2018/4/1 0:00,省市,甘肃省,1292324110,0.19,34.13,5630178070,0.21,33.56,26122,0.32,7.11,311269276.2,30.55,1242862604,31.39,981054833.6,35.31,4387315465,34.19,0.06,0.06
455,2018/5/1 0:00,省市,甘肃省,306535014.8,0.04,31.23,5936713084,0.18,33.44,17262,0.21,9.07,215301513.4,25.24,1458164118,30.45,91233501.42,47.93,4478548967,34.45,0.04,0.06
456,2018/6/1 0:00,省市,甘肃省,428314671.3,0.05,55.21,6365027756,0.15,34.71,17265,0.21,9.14,314057460.4,50.03,1772221578,33.54,114257210.8,71.46,4592806178,35.17,0.05,0.06
457,2018/1/1 0:00,省市,广东省,1.55E+11,22.51,38.24,1.55E+11,22.51,38.24,1516958,18.42,3.05,1.22E+11,35.55,1.22E+11,35.55,32811144509,49.25,32811144509,49.25,25,25
458,2018/2/1 0:00,省市,广东省,1.03E+11,22.54,27.14,2.58E+11,22.52,33.57,1517898,18.43,2.65,80093997622,22.16,2.02E+11,29.9,23149319604,48,55960464113,48.73,24.65,24.86
459,2018/3/1 0:00,省市,广东省,1.78E+11,22.54,37.14,4.36E+11,22.53,35.01,1519295,18.43,2.04,1.51E+11,35.98,3.53E+11,32.44,27027571155,44.04,82988035268,47.17,24.85,24.86
460,2018/4/1 0:00,省市,广东省,1.58E+11,22.89,35.4,5.94E+11,22.62,35.11,1520394,18.42,1.95,1.29E+11,34.35,4.83E+11,32.95,28234721700,40.39,1.11E+11,45.39,24.69,24.81
461,2018/5/1 0:00,省市,广东省,1.73E+11,24.96,22.67,7.67E+11,23.11,32.09,2112999,25.35,3.05,1.32E+11,20.77,6.15E+11,30.12,40735900458,29.28,1.52E+11,40.69,25.29,24.91
462,2018/6/1 0:00,省市,广东省,2.15E+11,25.15,38.03,9.82E+11,23.53,33.34,2113386,25.35,3.03,1.66E+11,38.18,7.81E+11,31.75,49333159204,37.54,2.01E+11,39.91,25.06,24.95
463,2018/1/1 0:00,省市,广西壮族自治区,3482610986,0.51,30.02,3482610986,0.51,30.02,113398,1.38,8.82,1515971966,24.5,1515971966,24.5,1966639019,34.62,1966639019,34.62,0.31,0.31
464,2018/2/1 0:00,省市,广西壮族自治区,2324011716,0.51,32,5806622702,0.51,30.81,113446,1.38,4.54,1032344637,27.11,2548316603,25.55,1291667079,36.19,3258306099,35.24,0.32,0.31
465,2018/3/1 0:00,省市,广西壮族自治区,4002814515,0.51,38.38,9809437217,0.51,33.79,113525,1.38,1.92,1910242174,37.08,4458558777,30.24,2092572341,39.58,5350878440,36.91,0.31,0.31
